time,battery_v,bus_current_a,panel_temp_c,rw1_rpm,rw1_current_a,rw1_temp_c,heater_on,eclipse
2026-02-01T02:14:00Z,28.45,4.094,18.18,3210.3,0.4374,21.4,0,0
2026-02-01T02:15:00Z,28.41,4.101,17.95,3199.9,0.4381,21.28,0,0
2026-02-01T02:16:00Z,28.397,4.106,18.91,3214.8,0.4371,21.39,0,0
2026-02-01T02:17:00Z,28.399,4.127,18.43,3198.9,0.4453,21.49,0,0
2026-02-01T02:18:00Z,28.376,4.066,18.1,3207.2,0.4379,21.44,0,0
2026-02-01T02:19:00Z,28.368,4.141,18.95,3213.3,0.433,21.23,0,0
2026-02-01T02:20:00Z,28.39,4.091,17.6,3194.2,0.4317,21.19,0,0
2026-02-01T02:21:00Z,28.395,4.076,17.77,3213.8,0.4235,21.42,0,0
2026-02-01T02:22:00Z,28.455,4.136,17.9,3200.5,0.4336,21.44,0,0
2026-02-01T02:23:00Z,28.398,4.116,18.15,3205.6,0.4405,21.33,0,0
2026-02-01T02:24:00Z,28.416,4.094,19.12,3194.8,0.4491,21.62,0,0
2026-02-01T02:25:00Z,28.436,4.087,18.67,3195.8,0.4315,21.36,0,0
2026-02-01T02:26:00Z,28.418,4.077,17.55,3199.9,0.4352,21.15,0,0
2026-02-01T02:27:00Z,28.378,4.152,17.6,3199.4,0.4305,21.42,0,0
2026-02-01T02:28:00Z,28.415,4.131,17.92,3199.9,0.4333,21.14,0,0
2026-02-01T02:29:00Z,28.412,4.049,18.05,3196.9,0.4374,21.25,0,0
2026-02-01T02:30:00Z,28.406,4.141,18.21,3200.3,0.4337,21.11,0,0
2026-02-01T02:31:00Z,28.47,4.115,17.62,3205.5,0.434,21.2,0,0
2026-02-01T02:32:00Z,28.394,4.111,17.99,3206.4,0.439,21.12,0,0
2026-02-01T02:33:00Z,28.401,4.106,17.34,3200.8,0.4292,21.38,0,0
2026-02-01T02:34:00Z,28.407,4.106,17.5,3199.2,0.4414,21.24,0,0
2026-02-01T02:35:00Z,28.423,4.159,18.13,3203.5,0.4409,21.52,0,0
2026-02-01T02:36:00Z,27.704,4.368,-7.73,3206.1,0.4402,21.36,1,1
2026-02-01T02:37:00Z,27.724,4.368,-7.22,3202.5,0.4436,21.58,1,1
2026-02-01T02:38:00Z,27.718,4.418,-8.47,3190.3,0.438,21.31,1,1
2026-02-01T02:39:00Z,27.722,4.369,-7.69,3190.4,0.4407,21.37,1,1
2026-02-01T02:40:00Z,27.699,4.384,-8.26,3184.6,0.4494,21.28,1,1
2026-02-01T02:41:00Z,27.7,4.444,-8.33,3196.8,0.4357,21.56,1,1
2026-02-01T02:42:00Z,27.72,4.35,-8.29,3187.4,0.4311,21.58,1,1
2026-02-01T02:43:00Z,27.67,4.387,-7.57,3184.8,0.4352,21.32,1,1
2026-02-01T02:44:00Z,27.678,4.45,-8.51,3204.3,0.4422,21.29,1,1
2026-02-01T02:45:00Z,27.689,4.423,-8.53,3200.8,0.4371,21.43,1,1
2026-02-01T02:46:00Z,27.666,4.423,-7.84,3200.1,0.4313,21.46,1,1
2026-02-01T02:47:00Z,27.711,4.421,-8.02,3213.0,0.4486,21.46,1,1
2026-02-01T02:48:00Z,27.73,4.413,-7.88,3204.7,0.4445,21.21,1,1
2026-02-01T02:49:00Z,27.692,4.335,-7.75,3208.0,0.4431,21.82,1,1
2026-02-01T02:50:00Z,27.676,4.369,-7.17,3207.6,0.4492,21.3,1,1
2026-02-01T02:51:00Z,27.717,4.384,-7.46,3209.5,0.4418,21.21,1,1
2026-02-01T02:52:00Z,27.705,4.424,-7.8,3201.6,0.4404,21.07,1,1
2026-02-01T02:53:00Z,27.685,4.383,-7.66,3189.5,0.4445,21.39,1,1
2026-02-01T02:54:00Z,27.687,4.364,-7.8,3194.0,0.4403,21.24,1,1
2026-02-01T02:55:00Z,27.687,4.443,-8.33,3184.3,0.4351,21.48,1,1
2026-02-01T02:56:00Z,27.699,4.456,-8.1,3201.3,0.4471,21.46,1,1
2026-02-01T02:57:00Z,27.673,4.446,-7.89,3195.8,0.4392,21.19,1,1
2026-02-01T02:58:00Z,27.734,4.409,-7.85,3190.7,0.4472,21.48,1,1
2026-02-01T02:59:00Z,27.699,4.402,-8.06,3198.9,0.4367,21.32,1,1
2026-02-01T03:00:00Z,27.716,4.373,-7.68,3206.8,0.4494,21.14,1,1
2026-02-01T03:01:00Z,27.677,4.375,-7.2,3207.3,0.4469,21.5,1,1
2026-02-01T03:02:00Z,27.717,4.386,-8.31,3203.5,0.4358,21.49,1,1
2026-02-01T03:03:00Z,27.706,4.443,-8.38,3215.9,0.4462,21.35,1,1
2026-02-01T03:04:00Z,27.705,4.363,-8.38,3214.8,0.4468,21.23,1,1
2026-02-01T03:05:00Z,27.716,4.452,-8.39,3209.6,0.4458,21.23,1,1
2026-02-01T03:06:00Z,27.696,4.393,-8.06,3204.8,0.432,21.5,1,1
2026-02-01T03:07:00Z,27.712,4.379,-7.94,3199.2,0.4351,21.68,1,1
2026-02-01T03:08:00Z,27.701,4.413,-8.19,3191.5,0.4417,21.38,1,1
2026-02-01T03:09:00Z,27.708,4.412,-7.88,3198.2,0.4366,21.24,1,1
2026-02-01T03:10:00Z,28.425,4.14,17.8,3188.3,0.4335,21.36,0,0
2026-02-01T03:11:00Z,28.428,4.045,18.11,3196.6,0.4357,21.02,0,0
2026-02-01T03:12:00Z,28.406,4.116,18.18,3192.8,0.4431,21.54,0,0
2026-02-01T03:13:00Z,28.434,4.096,17.8,3204.1,0.4413,21.61,0,0
2026-02-01T03:14:00Z,28.38,4.096,17.84,3188.1,0.4562,21.2,0,0
2026-02-01T03:15:00Z,28.379,4.096,18.61,3205.9,0.4471,21.55,0,0
2026-02-01T03:16:00Z,28.381,4.127,18.35,3204.6,0.4566,21.4,0,0
2026-02-01T03:17:00Z,28.422,4.142,17.93,3213.2,0.4405,21.38,0,0
2026-02-01T03:18:00Z,28.366,4.067,18.53,3202.6,0.4442,21.36,0,0
2026-02-01T03:19:00Z,28.426,4.113,18.14,3209.7,0.4431,21.72,0,0
2026-02-01T03:20:00Z,28.384,4.097,18.1,3203.0,0.4403,21.39,0,0
2026-02-01T03:21:00Z,28.387,4.08,17.61,3209.5,0.4497,21.24,0,0
2026-02-01T03:22:00Z,28.385,4.127,18.68,3194.4,0.4485,21.44,0,0
2026-02-01T03:23:00Z,28.411,4.119,18.32,3209.6,0.4376,21.51,0,0
2026-02-01T03:24:00Z,28.393,4.094,17.82,3192.3,0.4456,21.1,0,0
2026-02-01T03:25:00Z,28.392,4.112,17.24,3188.2,0.4432,21.43,0,0
2026-02-01T03:26:00Z,28.386,4.06,18.15,3192.3,0.444,21.32,0,0
2026-02-01T03:27:00Z,28.39,4.106,17.99,3187.9,0.4555,21.31,0,0
2026-02-01T03:28:00Z,28.371,4.092,18.05,3187.0,0.4368,21.31,0,0
2026-02-01T03:29:00Z,28.42,4.092,17.82,3197.6,0.4595,21.35,0,0
2026-02-01T03:30:00Z,28.379,4.132,18.47,3198.7,0.4432,21.35,0,0
2026-02-01T03:31:00Z,28.389,4.126,17.6,3197.3,0.4478,21.52,0,0
2026-02-01T03:32:00Z,28.413,4.095,18.08,3210.2,0.4493,21.43,0,0
2026-02-01T03:33:00Z,28.377,4.09,18.85,3210.7,0.4403,21.29,0,0
2026-02-01T03:34:00Z,28.382,4.158,17.92,3220.4,0.4443,21.44,0,0
2026-02-01T03:35:00Z,28.369,4.076,18.31,3214.8,0.4393,21.4,0,0
2026-02-01T03:36:00Z,28.404,4.069,17.79,3209.1,0.4404,21.52,0,0
2026-02-01T03:37:00Z,28.415,4.11,17.56,3206.5,0.4535,21.47,0,0
2026-02-01T03:38:00Z,28.426,4.1,17.95,3192.2,0.4393,21.38,0,0
2026-02-01T03:39:00Z,28.418,4.061,17.09,3195.1,0.4456,21.22,0,0
2026-02-01T03:40:00Z,28.367,4.043,17.73,3183.3,0.4394,21.74,0,0
2026-02-01T03:41:00Z,28.421,4.119,17.67,3183.4,0.4569,21.42,0,0
2026-02-01T03:42:00Z,28.407,4.118,18.32,3185.3,0.453,21.6,0,0
2026-02-01T03:43:00Z,28.383,4.069,18.38,3180.9,0.4449,21.15,0,0
2026-02-01T03:44:00Z,28.44,4.095,17.88,3202.8,0.4495,21.45,0,0
2026-02-01T03:45:00Z,28.373,4.109,18.23,3198.1,0.4517,21.59,0,0
2026-02-01T03:46:00Z,28.427,4.095,18.14,3202.7,0.45,21.61,0,0
2026-02-01T03:47:00Z,28.406,4.113,18.37,3216.4,0.4465,21.63,0,0
2026-02-01T03:48:00Z,28.414,4.111,17.88,3209.5,0.4461,21.27,0,0
2026-02-01T03:49:00Z,28.368,4.053,18.39,3203.5,0.4523,21.74,0,0
2026-02-01T03:50:00Z,28.402,4.059,17.91,3207.7,0.4488,21.41,0,0
2026-02-01T03:51:00Z,28.42,4.089,18.1,3204.2,0.4386,21.34,0,0
2026-02-01T03:52:00Z,28.44,4.106,18.38,3192.5,0.4578,21.62,0,0
2026-02-01T03:53:00Z,28.395,4.098,17.58,3197.8,0.4537,21.46,0,0
2026-02-01T03:54:00Z,28.386,4.087,17.97,3197.9,0.4511,21.68,0,0
2026-02-01T03:55:00Z,28.38,4.142,17.76,3193.6,0.4521,21.38,0,0
2026-02-01T03:56:00Z,28.393,4.122,18.18,3189.6,0.4495,21.6,0,0
2026-02-01T03:57:00Z,28.418,4.078,18.39,3190.1,0.4533,21.57,0,0
2026-02-01T03:58:00Z,28.385,4.059,18.61,3200.4,0.4402,21.53,0,0
2026-02-01T03:59:00Z,28.405,4.135,18.67,3197.2,0.4463,21.34,0,0
2026-02-01T04:00:00Z,28.417,4.109,18.29,3196.5,0.4483,21.27,0,0
2026-02-01T04:01:00Z,28.38,4.101,18.17,3209.9,0.4449,21.65,0,0
2026-02-01T04:02:00Z,28.378,4.12,17.58,3207.9,0.4498,21.59,0,0
2026-02-01T04:03:00Z,28.422,4.098,17.46,3206.4,0.4552,21.54,0,0
2026-02-01T04:04:00Z,28.388,4.094,17.61,3211.2,0.4542,21.77,0,0
2026-02-01T04:05:00Z,28.419,4.105,18.22,3216.0,0.4533,21.52,0,0
2026-02-01T04:06:00Z,28.388,4.038,18.05,3203.8,0.4414,21.4,0,0
2026-02-01T04:07:00Z,28.397,4.149,18.24,3206.2,0.4582,21.7,0,0
2026-02-01T04:08:00Z,28.38,4.116,17.98,3199.6,0.452,21.57,0,0
2026-02-01T04:09:00Z,28.405,4.1,17.32,3186.2,0.4621,21.5,0,0
2026-02-01T04:10:00Z,28.413,4.14,17.65,3188.6,0.4444,21.53,0,0
2026-02-01T04:11:00Z,27.724,4.439,-7.78,3191.1,0.4506,21.58,1,1
2026-02-01T04:12:00Z,27.697,4.39,-7.96,3191.4,0.4542,21.6,1,1
2026-02-01T04:13:00Z,27.723,4.415,-8.01,3196.4,0.4605,21.56,1,1
2026-02-01T04:14:00Z,27.741,4.396,-8.4,3192.8,0.4533,21.55,1,1
2026-02-01T04:15:00Z,27.698,4.413,-9.21,3206.3,0.4536,21.31,1,1
2026-02-01T04:16:00Z,27.709,4.381,-8.17,3211.9,0.4418,21.61,1,1
2026-02-01T04:17:00Z,27.712,4.355,-8.39,3210.9,0.4413,21.61,1,1
2026-02-01T04:18:00Z,27.706,4.409,-8.32,3202.9,0.4607,21.5,1,1
2026-02-01T04:19:00Z,27.697,4.429,-7.9,3209.4,0.4525,21.55,1,1
2026-02-01T04:20:00Z,27.702,4.403,-8.17,3207.5,0.4542,21.51,1,1
2026-02-01T04:21:00Z,27.715,4.335,-8.56,3206.9,0.4453,21.69,1,1
2026-02-01T04:22:00Z,27.711,4.439,-7.78,3198.1,0.4444,21.37,1,1
2026-02-01T04:23:00Z,27.724,4.346,-7.56,3182.8,0.4529,21.52,1,1
2026-02-01T04:24:00Z,27.679,4.364,-7.9,3197.0,0.4625,21.59,1,1
2026-02-01T04:25:00Z,27.717,4.344,-8.35,3184.9,0.4547,21.62,1,1
2026-02-01T04:26:00Z,27.696,4.375,-7.88,3185.1,0.4496,21.5,1,1
2026-02-01T04:27:00Z,27.739,4.465,-8.31,3199.6,0.4549,21.66,1,1
2026-02-01T04:28:00Z,27.675,4.455,-8.43,3192.2,0.4482,21.45,1,1
2026-02-01T04:29:00Z,27.706,4.396,-7.48,3192.1,0.4425,21.5,1,1
2026-02-01T04:30:00Z,27.725,4.433,-8.07,3188.9,0.4644,21.69,1,1
2026-02-01T04:31:00Z,27.702,4.42,-8.4,3216.7,0.455,21.57,1,1
2026-02-01T04:32:00Z,27.73,4.398,-8.01,3217.5,0.4544,21.58,1,1
2026-02-01T04:33:00Z,27.702,4.367,-7.49,3202.5,0.4547,21.54,1,1
2026-02-01T04:34:00Z,27.673,4.394,-8.01,3213.4,0.4545,21.62,1,1
2026-02-01T04:35:00Z,27.691,4.409,-7.95,3211.3,0.4593,21.64,1,1
2026-02-01T04:36:00Z,27.723,4.379,-7.98,3212.2,0.4574,21.59,1,1
2026-02-01T04:37:00Z,27.663,4.447,-8.44,3194.0,0.4532,21.38,1,1
2026-02-01T04:38:00Z,27.669,4.415,-7.67,3191.5,0.4613,21.32,1,1
2026-02-01T04:39:00Z,27.713,4.383,-7.73,3189.6,0.4646,21.16,1,1
2026-02-01T04:40:00Z,27.653,4.409,-8.53,3192.6,0.4521,21.26,1,1
2026-02-01T04:41:00Z,27.703,4.444,-7.34,3193.3,0.4439,21.66,1,1
2026-02-01T04:42:00Z,27.675,4.407,-7.59,3189.4,0.4549,21.61,1,1
2026-02-01T04:43:00Z,27.688,4.357,-8.06,3192.8,0.4486,21.47,1,1
2026-02-01T04:44:00Z,27.683,4.4,-7.94,3202.7,0.454,21.59,1,1
2026-02-01T04:45:00Z,28.421,4.15,18.23,3202.8,0.4639,21.76,0,0
2026-02-01T04:46:00Z,28.365,4.101,17.87,3206.8,0.455,21.54,0,0
2026-02-01T04:47:00Z,28.392,4.139,17.92,3222.1,0.4699,21.31,0,0
2026-02-01T04:48:00Z,28.414,4.099,17.72,3209.4,0.4541,21.44,0,0
2026-02-01T04:49:00Z,28.406,4.118,17.65,3206.8,0.4518,21.46,0,0
2026-02-01T04:50:00Z,28.36,4.155,18.1,3201.2,0.4538,21.82,0,0
2026-02-01T04:51:00Z,28.392,4.072,18.15,3208.7,0.4523,21.72,0,0
2026-02-01T04:52:00Z,28.398,4.077,17.76,3202.9,0.4549,21.62,0,0
2026-02-01T04:53:00Z,28.398,4.118,17.76,3192.2,0.4554,21.7,0,0
2026-02-01T04:54:00Z,28.417,4.095,18.48,3181.0,0.4525,21.61,0,0
2026-02-01T04:55:00Z,28.439,4.106,17.85,3186.1,0.4579,21.8,0,0
2026-02-01T04:56:00Z,28.378,4.093,18.19,3185.9,0.4513,21.8,0,0
2026-02-01T04:57:00Z,28.416,4.06,17.83,3189.2,0.4568,21.67,0,0
2026-02-01T04:58:00Z,28.36,4.084,18.25,3194.5,0.4524,21.77,0,0
2026-02-01T04:59:00Z,28.394,4.049,17.98,3198.5,0.4494,21.57,0,0
2026-02-01T05:00:00Z,28.403,4.123,17.85,3212.5,0.4571,21.88,0,0
2026-02-01T05:01:00Z,28.412,4.068,17.99,3212.3,0.4459,21.55,0,0
2026-02-01T05:02:00Z,28.425,4.105,18.45,3206.1,0.4582,21.79,0,0
2026-02-01T05:03:00Z,28.392,4.119,18.45,3222.6,0.459,21.81,0,0
2026-02-01T05:04:00Z,28.398,4.111,18.14,3204.3,0.4449,21.72,0,0
2026-02-01T05:05:00Z,28.412,4.085,17.94,3210.5,0.4569,21.72,0,0
