time,battery_v,bus_current_a,panel_temp_c,rw1_rpm,rw1_current_a,rw1_temp_c,heater_on,eclipse
2026-02-01T01:43:00Z,28.411,4.115,17.41,3208.5,0.4163,20.95,0,0
2026-02-01T01:44:00Z,28.412,4.031,18.0,3204.1,0.414,21.08,0,0
2026-02-01T01:45:00Z,28.397,4.095,17.77,3199.4,0.4137,20.84,0,0
2026-02-01T01:46:00Z,28.4,4.12,17.39,3196.6,0.4212,20.81,0,0
2026-02-01T01:47:00Z,28.423,4.064,18.26,3193.1,0.4086,21.08,0,0
2026-02-01T01:48:00Z,28.411,4.082,17.98,3191.9,0.4137,21.1,0,0
2026-02-01T01:49:00Z,28.357,4.114,17.86,3199.6,0.4254,20.81,0,0
2026-02-01T01:50:00Z,28.4,4.091,18.21,3204.3,0.4178,20.88,0,0
2026-02-01T01:51:00Z,28.398,4.081,18.5,3197.5,0.4263,21.03,0,0
2026-02-01T01:52:00Z,28.418,4.1,18.12,3197.2,0.4068,21.07,0,0
2026-02-01T01:53:00Z,28.406,4.079,18.72,3202.6,0.4145,20.92,0,0
2026-02-01T01:54:00Z,28.394,4.133,18.01,3198.2,0.4265,20.92,0,0
2026-02-01T01:55:00Z,28.43,4.13,18.04,3198.8,0.4257,20.72,0,0
2026-02-01T01:56:00Z,28.406,4.062,17.72,3213.9,0.4248,20.79,0,0
2026-02-01T01:57:00Z,28.411,4.118,18.16,3207.4,0.4286,21.02,0,0
2026-02-01T01:58:00Z,28.347,4.123,17.95,3213.4,0.4171,20.85,0,0
2026-02-01T01:59:00Z,28.406,4.133,18.38,3194.6,0.4176,20.93,0,0
2026-02-01T02:00:00Z,28.39,4.126,18.21,3201.4,0.4154,21.05,0,0
2026-02-01T02:01:00Z,28.408,4.055,17.91,3196.2,0.4157,21.22,0,0
2026-02-01T02:02:00Z,28.396,4.117,18.42,3207.4,0.4264,21.04,0,0
2026-02-01T02:03:00Z,28.42,4.14,18.11,3193.4,0.4232,21.27,0,0
2026-02-01T02:04:00Z,28.38,4.116,17.43,3206.0,0.4302,21.12,0,0
2026-02-01T02:05:00Z,28.416,4.076,17.72,3205.0,0.4207,20.99,0,0
2026-02-01T02:06:00Z,28.4,4.091,18.15,3199.2,0.4276,20.89,0,0
2026-02-01T02:07:00Z,28.362,4.086,17.46,3198.9,0.4148,21.03,0,0
2026-02-01T02:08:00Z,28.409,4.148,17.94,3206.3,0.4238,21.05,0,0
2026-02-01T02:09:00Z,28.408,4.11,18.37,3200.8,0.4168,21.07,0,0
2026-02-01T02:10:00Z,28.398,4.083,17.16,3198.3,0.4253,21.02,0,0
2026-02-01T02:11:00Z,28.401,4.059,17.83,3197.8,0.4142,21.24,0,0
2026-02-01T02:12:00Z,28.399,4.112,18.04,3195.5,0.4195,21.02,0,0
2026-02-01T02:13:00Z,28.428,4.091,17.92,3206.2,0.421,20.8,0,0
2026-02-01T02:14:00Z,28.411,4.157,17.71,3199.7,0.4203,20.99,0,0
2026-02-01T02:15:00Z,28.379,4.079,17.85,3203.4,0.416,20.6,0,0
2026-02-01T02:16:00Z,28.412,4.086,17.73,3191.6,0.4224,21.08,0,0
2026-02-01T02:17:00Z,28.402,4.136,17.74,3201.1,0.4307,20.89,0,0
2026-02-01T02:18:00Z,28.412,4.118,18.04,3201.9,0.4251,21.28,0,0
2026-02-01T02:19:00Z,28.391,4.063,18.21,3202.9,0.4065,21.07,0,0
2026-02-01T02:20:00Z,28.385,4.114,19.01,3207.4,0.4251,21.03,0,0
2026-02-01T02:21:00Z,28.424,4.103,18.04,3205.0,0.4231,21.11,0,0
2026-02-01T02:22:00Z,28.397,4.127,18.42,3199.7,0.427,21.14,0,0
2026-02-01T02:23:00Z,28.379,4.146,17.21,3192.6,0.4231,21.0,0,0
2026-02-01T02:24:00Z,28.384,4.113,18.61,3204.0,0.4155,21.05,0,0
2026-02-01T02:25:00Z,28.435,4.013,18.38,3196.5,0.4257,21.09,0,0
2026-02-01T02:26:00Z,28.404,4.088,18.02,3200.9,0.4205,21.03,0,0
2026-02-01T02:27:00Z,28.414,4.092,18.06,3212.5,0.4231,20.87,0,0
2026-02-01T02:28:00Z,28.392,4.122,17.91,3201.5,0.4243,21.02,0,0
2026-02-01T02:29:00Z,28.402,4.126,18.19,3205.1,0.4209,20.97,0,0
2026-02-01T02:30:00Z,28.403,4.142,17.02,3206.7,0.4149,20.85,0,0
2026-02-01T02:31:00Z,28.389,4.124,17.91,3208.8,0.4162,21.34,0,0
2026-02-01T02:32:00Z,28.408,4.146,18.86,3194.2,0.4253,21.3,0,0
2026-02-01T02:33:00Z,28.401,4.108,17.65,3185.8,0.4267,21.04,0,0
2026-02-01T02:34:00Z,28.398,4.108,18.02,3209.0,0.4192,20.92,0,0
2026-02-01T02:35:00Z,28.399,4.095,17.52,3209.5,0.4189,20.94,0,0
2026-02-01T02:36:00Z,27.705,4.405,-8.14,3206.2,0.4294,21.15,1,1
2026-02-01T02:37:00Z,27.705,4.441,-8.04,3198.7,0.4224,21.16,1,1
2026-02-01T02:38:00Z,27.714,4.484,-7.99,3200.6,0.4244,21.05,1,1
2026-02-01T02:39:00Z,27.722,4.417,-7.82,3192.3,0.4211,20.72,1,1
2026-02-01T02:40:00Z,27.667,4.382,-7.92,3204.6,0.4143,20.79,1,1
2026-02-01T02:41:00Z,27.707,4.349,-7.57,3196.4,0.4134,21.05,1,1
2026-02-01T02:42:00Z,27.687,4.348,-7.85,3201.9,0.4125,20.87,1,1
2026-02-01T02:43:00Z,27.701,4.397,-8.0,3199.4,0.4301,20.89,1,1
2026-02-01T02:44:00Z,27.72,4.398,-8.15,3196.8,0.4208,21.03,1,1
2026-02-01T02:45:00Z,27.713,4.373,-8.78,3202.8,0.4159,20.85,1,1
2026-02-01T02:46:00Z,27.702,4.383,-7.62,3197.8,0.4042,20.82,1,1
2026-02-01T02:47:00Z,27.682,4.425,-8.1,3199.5,0.4284,20.72,1,1
2026-02-01T02:48:00Z,27.707,4.409,-8.34,3201.4,0.412,21.05,1,1
2026-02-01T02:49:00Z,27.708,4.452,-7.98,3196.1,0.4217,21.24,1,1
2026-02-01T02:50:00Z,27.692,4.378,-7.81,3196.8,0.4271,21.04,1,1
2026-02-01T02:51:00Z,27.676,4.429,-7.84,3200.3,0.4356,21.03,1,1
2026-02-01T02:52:00Z,27.688,4.357,-7.28,3197.6,0.4077,21.17,1,1
2026-02-01T02:53:00Z,27.708,4.35,-7.27,3202.4,0.4223,21.11,1,1
2026-02-01T02:54:00Z,27.712,4.418,-7.76,3198.2,0.4197,21.26,1,1
2026-02-01T02:55:00Z,27.677,4.405,-7.46,3197.5,0.4305,20.93,1,1
2026-02-01T02:56:00Z,27.745,4.392,-7.35,3203.5,0.4182,20.98,1,1
2026-02-01T02:57:00Z,27.703,4.424,-8.7,3201.0,0.4221,21.1,1,1
2026-02-01T02:58:00Z,27.721,4.431,-8.61,3200.0,0.424,20.91,1,1
2026-02-01T02:59:00Z,27.69,4.4,-7.94,3203.8,0.4189,21.22,1,1
2026-02-01T03:00:00Z,27.713,4.414,-7.62,3200.7,0.4262,20.98,1,1
2026-02-01T03:01:00Z,27.707,4.373,-8.09,3197.2,0.4175,20.67,1,1
2026-02-01T03:02:00Z,27.702,4.398,-8.47,3213.1,0.4151,21.09,1,1
2026-02-01T03:03:00Z,27.69,4.425,-8.63,3195.1,0.4267,20.96,1,1
2026-02-01T03:04:00Z,27.696,4.361,-7.6,3205.5,0.4201,20.94,1,1
2026-02-01T03:05:00Z,27.672,4.392,-8.22,3194.9,0.4167,20.97,1,1
2026-02-01T03:06:00Z,27.719,4.392,-7.45,3191.7,0.4213,20.87,1,1
2026-02-01T03:07:00Z,27.71,4.426,-7.86,3196.8,0.4208,21.06,1,1
2026-02-01T03:08:00Z,27.7,4.399,-7.65,3193.1,0.4209,20.86,1,1
2026-02-01T03:09:00Z,27.671,4.434,-7.52,3197.3,0.4191,20.94,1,1
2026-02-01T03:10:00Z,28.413,4.095,18.24,3206.9,0.4216,20.98,0,0
2026-02-01T03:11:00Z,28.427,4.09,18.21,3200.0,0.427,20.87,0,0
2026-02-01T03:12:00Z,28.387,4.113,17.43,3193.0,0.4237,20.84,0,0
2026-02-01T03:13:00Z,28.407,4.074,17.85,3198.4,0.4143,20.99,0,0
2026-02-01T03:14:00Z,28.394,4.136,18.92,3211.3,0.4216,21.13,0,0
2026-02-01T03:15:00Z,28.39,4.075,18.41,3200.4,0.422,21.11,0,0
2026-02-01T03:16:00Z,28.378,4.043,17.91,3200.4,0.4334,21.03,0,0
2026-02-01T03:17:00Z,28.393,4.122,18.04,3194.5,0.4176,21.01,0,0
2026-02-01T03:18:00Z,28.402,4.137,17.62,3203.8,0.4218,21.17,0,0
2026-02-01T03:19:00Z,28.407,4.137,17.71,3194.6,0.4196,20.97,0,0
2026-02-01T03:20:00Z,28.387,4.066,17.96,3212.7,0.4318,21.02,0,0
2026-02-01T03:21:00Z,28.41,4.126,17.89,3199.6,0.4127,20.94,0,0
2026-02-01T03:22:00Z,28.411,4.141,17.88,3207.3,0.4353,20.93,0,0
2026-02-01T03:23:00Z,28.397,4.127,18.3,3196.2,0.4175,21.04,0,0
2026-02-01T03:24:00Z,28.381,4.092,18.41,3194.1,0.4319,21.21,0,0
2026-02-01T03:25:00Z,28.413,4.089,18.26,3197.5,0.4164,20.81,0,0
2026-02-01T03:26:00Z,28.406,4.089,18.26,3210.1,0.417,21.17,0,0
2026-02-01T03:27:00Z,28.398,4.107,18.43,3192.0,0.4252,20.9,0,0
2026-02-01T03:28:00Z,28.4,4.129,17.83,3205.0,0.4209,20.95,0,0
2026-02-01T03:29:00Z,28.407,4.116,17.85,3198.4,0.4152,20.98,0,0
2026-02-01T03:30:00Z,28.414,4.113,17.98,3198.3,0.4127,20.72,0,0
2026-02-01T03:31:00Z,28.39,4.154,17.59,3195.8,0.4172,21.24,0,0
2026-02-01T03:32:00Z,28.375,4.101,18.03,3202.1,0.4231,21.12,0,0
2026-02-01T03:33:00Z,28.411,4.127,17.92,3205.7,0.4281,21.24,0,0
2026-02-01T03:34:00Z,28.409,4.094,19.03,3201.5,0.4233,20.84,0,0
2026-02-01T03:35:00Z,28.411,4.087,18.06,3200.3,0.4189,20.74,0,0
2026-02-01T03:36:00Z,28.39,4.085,18.19,3207.6,0.4189,20.7,0,0
2026-02-01T03:37:00Z,28.396,4.127,17.19,3196.0,0.413,20.88,0,0
2026-02-01T03:38:00Z,28.396,4.083,18.28,3192.7,0.4244,21.26,0,0
2026-02-01T03:39:00Z,28.398,4.125,17.83,3203.4,0.4145,20.88,0,0
2026-02-01T03:40:00Z,28.372,4.064,17.3,3191.2,0.4194,20.97,0,0
2026-02-01T03:41:00Z,28.371,4.145,17.36,3206.0,0.4135,20.91,0,0
2026-02-01T03:42:00Z,28.362,4.154,17.92,3199.7,0.4232,20.94,0,0
2026-02-01T03:43:00Z,28.413,4.094,18.39,3199.9,0.4191,21.16,0,0
2026-02-01T03:44:00Z,28.394,4.083,17.94,3190.1,0.4239,21.01,0,0
2026-02-01T03:45:00Z,28.396,4.072,18.63,3209.0,0.4328,20.79,0,0
2026-02-01T03:46:00Z,28.407,4.017,18.44,3202.2,0.4249,20.91,0,0
2026-02-01T03:47:00Z,28.426,4.104,17.78,3206.0,0.4216,20.97,0,0
2026-02-01T03:48:00Z,28.361,4.11,18.69,3202.7,0.4115,21.05,0,0
2026-02-01T03:49:00Z,28.409,4.122,17.68,3197.9,0.4149,20.95,0,0
2026-02-01T03:50:00Z,28.4,4.127,18.11,3193.8,0.4074,20.95,0,0
2026-02-01T03:51:00Z,28.398,4.127,18.14,3197.4,0.4174,21.09,0,0
2026-02-01T03:52:00Z,28.398,4.127,17.4,3198.8,0.4204,21.21,0,0
2026-02-01T03:53:00Z,28.436,4.113,18.29,3195.2,0.415,21.0,0,0
2026-02-01T03:54:00Z,28.403,4.096,18.22,3200.0,0.4226,20.88,0,0
2026-02-01T03:55:00Z,28.442,4.157,17.87,3202.9,0.4213,21.19,0,0
2026-02-01T03:56:00Z,28.418,4.115,17.39,3199.1,0.403,21.02,0,0
2026-02-01T03:57:00Z,28.39,4.043,18.38,3213.2,0.433,20.75,0,0
2026-02-01T03:58:00Z,28.444,4.182,17.91,3206.3,0.4118,21.12,0,0
2026-02-01T03:59:00Z,28.398,4.1,17.58,3208.4,0.4222,21.14,0,0
2026-02-01T04:00:00Z,28.42,4.079,18.27,3208.3,0.4231,20.96,0,0
2026-02-01T04:01:00Z,28.414,4.07,18.25,3192.3,0.4114,21.43,0,0
2026-02-01T04:02:00Z,28.393,4.078,17.83,3192.6,0.4172,21.03,0,0
2026-02-01T04:03:00Z,28.395,4.038,17.26,3188.6,0.4322,21.09,0,0
2026-02-01T04:04:00Z,28.405,4.072,17.82,3201.9,0.413,21.01,0,0
2026-02-01T04:05:00Z,28.385,4.141,17.78,3209.6,0.4239,20.93,0,0
2026-02-01T04:06:00Z,28.4,4.083,17.69,3191.6,0.4237,21.0,0,0
2026-02-01T04:07:00Z,28.399,4.077,17.87,3200.8,0.4206,20.85,0,0
2026-02-01T04:08:00Z,28.428,4.072,18.39,3193.6,0.4167,21.28,0,0
2026-02-01T04:09:00Z,28.345,4.103,17.2,3196.1,0.4194,21.1,0,0
2026-02-01T04:10:00Z,28.392,4.145,18.12,3197.7,0.4119,21.0,0,0
2026-02-01T04:11:00Z,27.678,4.408,-8.11,3197.6,0.4267,21.17,1,1
2026-02-01T04:12:00Z,27.676,4.413,-8.09,3202.6,0.415,21.1,1,1
2026-02-01T04:13:00Z,27.691,4.382,-7.96,3185.5,0.4217,20.59,1,1
2026-02-01T04:14:00Z,27.695,4.394,-8.39,3205.6,0.4289,20.84,1,1
2026-02-01T04:15:00Z,27.685,4.406,-8.09,3196.1,0.4181,21.02,1,1
2026-02-01T04:16:00Z,27.695,4.444,-8.15,3199.4,0.4181,20.97,1,1
2026-02-01T04:17:00Z,27.706,4.429,-8.32,3198.2,0.4212,21.06,1,1
2026-02-01T04:18:00Z,27.701,4.389,-7.71,3196.8,0.4302,20.87,1,1
2026-02-01T04:19:00Z,27.707,4.357,-7.71,3191.6,0.4248,21.11,1,1
2026-02-01T04:20:00Z,27.705,4.382,-7.07,3200.1,0.4284,20.87,1,1
2026-02-01T04:21:00Z,27.691,4.386,-7.84,3189.5,0.4187,20.84,1,1
2026-02-01T04:22:00Z,27.688,4.454,-7.36,3213.0,0.4201,21.17,1,1
2026-02-01T04:23:00Z,27.666,4.394,-8.4,3199.5,0.421,21.02,1,1
2026-02-01T04:24:00Z,27.694,4.437,-7.95,3194.4,0.416,20.77,1,1
2026-02-01T04:25:00Z,27.693,4.403,-7.54,3205.3,0.42,20.89,1,1
2026-02-01T04:26:00Z,27.712,4.423,-7.46,3212.3,0.4215,21.04,1,1
2026-02-01T04:27:00Z,27.687,4.425,-8.17,3196.5,0.4057,20.79,1,1
2026-02-01T04:28:00Z,27.714,4.413,-8.58,3202.8,0.4222,20.95,1,1
2026-02-01T04:29:00Z,27.671,4.413,-8.15,3197.1,0.4204,21.21,1,1
2026-02-01T04:30:00Z,27.693,4.412,-8.38,3206.9,0.4022,20.98,1,1
2026-02-01T04:31:00Z,27.686,4.444,-7.76,3192.6,0.42,21.18,1,1
2026-02-01T04:32:00Z,27.706,4.363,-7.89,3203.6,0.4128,20.98,1,1
2026-02-01T04:33:00Z,27.676,4.359,-8.28,3197.3,0.4156,20.89,1,1
2026-02-01T04:34:00Z,27.715,4.386,-8.03,3192.3,0.4305,20.99,1,1
2026-02-01T04:35:00Z,27.718,4.409,-8.28,3201.4,0.4212,21.21,1,1
2026-02-01T04:36:00Z,27.685,4.391,-7.95,3198.6,0.4296,20.96,1,1
2026-02-01T04:37:00Z,27.674,4.451,-7.72,3215.7,0.4143,20.97,1,1
2026-02-01T04:38:00Z,27.686,4.441,-8.03,3205.6,0.4185,21.09,1,1
2026-02-01T04:39:00Z,27.675,4.412,-7.75,3202.8,0.4279,20.9,1,1
2026-02-01T04:40:00Z,27.709,4.413,-8.38,3205.7,0.4106,21.02,1,1
2026-02-01T04:41:00Z,27.715,4.401,-8.51,3201.8,0.4147,20.99,1,1
2026-02-01T04:42:00Z,27.703,4.404,-7.45,3203.9,0.4316,21.16,1,1
2026-02-01T04:43:00Z,27.743,4.394,-7.62,3204.7,0.4238,21.07,1,1
2026-02-01T04:44:00Z,27.699,4.376,-7.7,3206.0,0.4276,21.2,1,1
2026-02-01T04:45:00Z,28.395,4.092,18.18,3202.7,0.4305,21.11,0,0
2026-02-01T04:46:00Z,28.395,4.087,18.06,3198.7,0.4151,21.07,0,0
2026-02-01T04:47:00Z,28.391,4.121,17.04,3193.8,0.4252,21.03,0,0
2026-02-01T04:48:00Z,28.393,4.095,17.74,3190.6,0.4241,20.96,0,0
2026-02-01T04:49:00Z,28.372,4.068,18.5,3197.1,0.4171,20.9,0,0
2026-02-01T04:50:00Z,28.4,4.055,18.36,3202.1,0.4177,20.78,0,0
2026-02-01T04:51:00Z,28.424,4.103,18.39,3199.7,0.4165,21.23,0,0
2026-02-01T04:52:00Z,28.399,4.085,18.2,3201.0,0.4225,20.99,0,0
2026-02-01T04:53:00Z,28.418,4.097,18.47,3199.4,0.4264,20.94,0,0
2026-02-01T04:54:00Z,28.387,4.136,17.43,3194.7,0.4159,20.95,0,0
2026-02-01T04:55:00Z,28.4,4.055,17.69,3215.3,0.4186,21.1,0,0
2026-02-01T04:56:00Z,28.423,4.138,17.61,3185.2,0.4256,20.67,0,0
2026-02-01T04:57:00Z,28.4,4.08,17.77,3201.2,0.4117,20.84,0,0
2026-02-01T04:58:00Z,28.41,4.108,17.78,3204.6,0.4257,20.94,0,0
2026-02-01T04:59:00Z,28.373,4.156,17.82,3197.4,0.4188,21.09,0,0
2026-02-01T05:00:00Z,28.406,4.031,18.05,3197.5,0.4222,20.57,0,0
2026-02-01T05:01:00Z,28.401,4.11,17.44,3205.1,0.4169,20.86,0,0
2026-02-01T05:02:00Z,28.378,4.053,17.56,3198.3,0.4105,21.05,0,0
2026-02-01T05:03:00Z,28.4,4.082,18.47,3190.0,0.4243,21.02,0,0
2026-02-01T05:04:00Z,28.393,4.101,17.81,3194.2,0.4206,20.74,0,0
2026-02-01T05:05:00Z,28.373,4.095,18.14,3199.3,0.419,20.99,0,0
2026-02-01T05:06:00Z,28.35,4.13,17.03,3202.8,0.4241,20.76,0,0
