# Synthetic data generated for this project from a fixed seed. Not market data and not a price history of any real security.
# Forty variants of pure noise. No variant has an edge by construction.
date,sma_3_30,sma_5_30,sma_8_30,sma_10_30,sma_13_30,sma_15_30,sma_20_30,sma_25_30,sma_3_60,sma_5_60,sma_8_60,sma_10_60,sma_13_60,sma_15_60,sma_20_60,sma_25_60,sma_3_90,sma_5_90,sma_8_90,sma_10_90,sma_13_90,sma_15_90,sma_20_90,sma_25_90,sma_3_120,sma_5_120,sma_8_120,sma_10_120,sma_13_120,sma_15_120,sma_20_120,sma_25_120,sma_3_150,sma_5_150,sma_8_150,sma_10_150,sma_13_150,sma_15_150,sma_20_150,sma_25_150
2021-01-26,0.01618341,0.01001283,-0.00637925,-0.00230736,0.00168054,0.00086193,0.00505337,-0.01535939,0.00001471,-0.00882377,-0.01465490,-0.00108313,0.00673380,0.00380935,-0.02225360,-0.00251099,0.01667891,0.00781152,0.00405197,-0.00347837,-0.00556053,0.01449053,0.00453320,0.01608918,0.00032083,-0.00713535,-0.00698637,0.01740602,-0.02938579,-0.00519171,0.00677251,-0.00089793,-0.00703834,0.00056410,0.01091446,0.00633989,0.01205538,0.01176849,0.00401060,-0.00945595
2021-01-27,-0.00047151,-0.01372318,0.00091939,0.01500309,-0.01381718,-0.00349534,-0.01668324,-0.00974019,0.01135311,0.00148792,0.01233323,-0.02699663,0.00921872,0.01846786,0.02089213,-0.00541899,-0.01201415,0.00610905,0.00327112,-0.00497424,0.00668666,0.01699096,0.00698732,0.00457614,0.00515753,0.00698901,0.01438793,-0.01736164,-0.01175504,-0.00528344,-0.00895648,-0.01284947,0.01177349,0.00854735,0.01714698,-0.00749842,0.01428490,-0.00692753,-0.00117110,-0.00435085
2021-01-28,-0.01570463,0.00603394,-0.00754385,-0.00069416,-0.00463282,-0.00916993,-0.01834765,0.00007738,0.00134990,-0.02763437,0.00397487,-0.02488126,-0.01086164,0.00970179,-0.00659710,-0.00996494,0.01285892,-0.00463114,-0.02472429,0.00479010,0.00666803,-0.00244780,0.00142182,0.00306278,-0.01292114,0.01203948,0.01355747,-0.00402103,-0.01158280,0.02670291,-0.02055982,0.01406833,0.00245546,0.01150935,-0.00765909,-0.00018115,0.00324496,0.01761952,-0.00391313,0.00994557
2021-01-29,-0.00297808,-0.00551568,-0.00637250,-0.00530436,-0.00841005,0.01286585,0.00198386,0.01082924,0.00688959,-0.01021412,-0.01989127,0.01439558,0.00600251,0.00133710,-0.02350338,-0.00863598,0.00655247,-0.00017816,0.00182997,-0.00803539,-0.00486372,-0.00969258,0.01415692,0.00665863,0.00309259,-0.00157101,0.00039691,0.01724547,-0.00625141,-0.00816615,-0.00466963,-0.00583590,-0.01016248,0.00437514,0.00130390,-0.01144628,0.01651186,0.00982516,0.00289642,-0.00729061
2021-02-01,0.00202523,0.01676845,0.00697989,0.00326080,-0.01607681,-0.01171430,0.00395487,-0.00975719,0.00320809,-0.01382652,-0.00702864,0.01526291,0.00640016,-0.00097987,-0.01272229,-0.01192257,0.00167438,0.00941787,-0.00652903,-0.01506179,0.00564203,-0.00095316,-0.00804542,-0.00020119,-0.00767760,-0.00643881,-0.00261680,0.00015587,-0.00773789,0.01693522,0.00924418,0.01306659,0.00492185,-0.00804277,0.00579050,-0.00583457,-0.00073391,0.00297305,-0.01721299,-0.00503227
2021-02-02,0.00186358,-0.01013782,-0.02531672,-0.00181613,-0.00252114,0.01630205,-0.00202912,-0.00278696,0.00628081,-0.00630240,-0.00239299,-0.00538997,0.00191232,0.00165356,0.00106363,-0.00353072,0.01425102,0.00710802,-0.01924467,0.00472112,0.00186293,-0.00218262,-0.01319911,0.00130017,-0.00797215,-0.01162026,0.00787407,0.00619850,0.00231857,0.00358445,0.00637039,0.00762697,0.01554778,0.00398670,0.01930192,0.00521321,0.00612735,-0.01861848,-0.00992974,0.00491709
2021-02-03,0.00194599,0.00513008,0.00695040,0.00003500,0.01358626,0.00516786,-0.00380133,0.00748744,0.01267902,0.00699283,-0.02054834,0.00975472,-0.00426352,-0.00455165,-0.00542270,-0.00382573,0.00699785,0.00290559,0.00187627,0.01314112,-0.00633182,0.00353303,-0.00650303,-0.01337365,0.00958812,-0.01022863,0.00975245,0.00374226,0.01182619,0.00520080,-0.00309531,-0.01103178,-0.00220635,0.00754268,0.00598349,0.01826739,-0.00796409,-0.00544664,-0.00781903,-0.00313692
2021-02-04,0.02284084,-0.00571003,-0.00472006,0.00159109,-0.01153603,0.00546230,0.00714954,0.00232309,-0.00395774,-0.00092939,-0.00219252,0.01526928,-0.00339468,-0.00460384,0.00667715,0.00647067,0.01873215,0.01081647,0.02060412,0.01250791,0.00875653,-0.00012465,-0.00974778,0.02057321,-0.00569164,0.01266706,0.00274839,0.01520809,-0.00600598,0.00711510,0.00599525,0.00008652,0.01543856,0.00131818,0.01066936,0.00131667,0.00777757,0.01036936,0.00187814,-0.00031877
2021-02-05,0.01816157,-0.02096987,0.01088300,0.01020242,0.02731913,-0.00768946,0.01000472,-0.02126947,0.00663460,-0.01305673,0.00760792,-0.00822025,0.02235513,0.00194458,0.00380669,-0.00184366,-0.00885206,-0.01168071,0.00759682,0.01771659,-0.01103402,0.00159423,0.00107492,-0.00974456,0.00709443,0.01953703,0.01028550,0.00225779,0.00532149,-0.00994157,0.01565394,0.00095045,-0.00338118,0.01738564,-0.00885098,0.00312871,0.00110718,0.00619580,0.01081747,-0.00192597
2021-02-08,0.01985670,0.01713746,0.00134582,0.01801099,0.00992324,-0.00346377,0.00039131,0.02933245,0.01801902,0.01138394,0.00892318,-0.01695491,-0.00848728,0.00786297,0.00593278,-0.04091493,-0.00435440,-0.02534880,-0.01396322,-0.01514106,0.00065876,-0.01240749,0.00065286,0.00053224,-0.00023876,0.01663237,0.00678054,-0.00523720,-0.01399780,-0.00531773,0.01313532,-0.00680648,0.01078692,-0.00376355,0.02098415,-0.00636225,0.01266525,-0.01206641,0.00676844,0.01452313
2021-02-09,0.00523276,-0.00414261,0.00811166,0.01747126,0.00158862,-0.00884531,-0.01094488,-0.00927515,-0.01427577,-0.00992973,0.01869841,-0.00791084,0.00780017,0.00561659,0.01492870,0.00086092,-0.01217529,0.02567339,-0.00316837,0.02042290,0.00211302,0.01335732,-0.00517636,-0.00529773,-0.01144422,0.01818848,-0.01234620,0.00925978,0.00153037,-0.00652663,0.00629380,-0.01306861,0.01143945,0.00402262,0.00056256,0.01079323,-0.00181830,0.02024794,0.00535674,-0.00161781
2021-02-10,-0.00877126,-0.00277502,-0.02700488,0.00812212,0.00084973,0.00690141,0.01163489,-0.01987234,0.00093174,-0.00766481,-0.01496154,0.00355064,0.00174443,-0.00836571,0.01900791,0.00635818,0.02054444,-0.00706935,0.00617251,0.01638378,-0.01338948,0.00390310,-0.01257403,-0.00427266,-0.01831469,0.00827630,-0.00030876,0.00962017,-0.00028435,-0.00260724,0.00229331,-0.00620923,0.01179461,0.01765041,0.01646350,-0.00016098,0.01072928,-0.01050465,-0.00033903,-0.00596133
2021-02-11,-0.00531907,0.01528598,0.00753488,0.01307794,-0.01451074,-0.00638405,-0.01593697,-0.00600801,0.01930480,0.01165407,-0.00034693,0.01621103,0.00464412,-0.01897805,-0.00656687,0.00618049,0.01154480,-0.00806620,0.02344008,-0.00524499,0.00824099,-0.00658037,0.00299671,0.01121720,-0.00729511,-0.00686144,0.01214163,0.00916041,-0.00860125,-0.00298034,0.00538191,-0.01732005,0.01495331,0.00741867,0.00788246,0.01143947,0.02480284,0.00595455,-0.00423703,0.00532299
2021-02-12,0.00303495,-0.01663024,-0.01195229,-0.01577712,0.00071380,-0.00939173,0.01402475,-0.00395029,-0.00623308,0.01256203,0.01885082,0.00110684,0.00208143,0.00794287,0.00491570,-0.00741605,-0.00546114,-0.00738135,-0.01474039,0.00362493,0.00369943,-0.00438134,0.00898894,0.01165577,0.00423455,0.00304468,0.01929816,-0.00855757,0.00512610,-0.00246896,-0.00600742,0.00947834,-0.00822748,-0.00326390,-0.00232042,-0.00316182,0.02022032,-0.00194674,0.00369762,-0.01711583
2021-02-15,-0.01411251,-0.00082978,-0.02475190,0.00209178,-0.01997790,-0.00160172,0.00493367,-0.01100550,-0.00307193,-0.03320312,-0.01568002,0.00831235,-0.01337869,0.00347141,0.01049706,0.00526502,-0.00788127,-0.00169571,0.00029711,0.01632826,0.00473356,-0.00713615,0.00081784,-0.02117856,0.00795463,-0.00671822,0.01067797,0.00474728,-0.00241638,0.00354119,-0.01504573,0.00382743,0.00012085,-0.00388401,-0.00701379,0.00352934,-0.00391825,-0.00068989,-0.01557356,-0.00744772
2021-02-16,0.00724676,0.00431456,-0.00583583,0.01701786,-0.00271481,0.01813445,-0.00772248,-0.00526646,-0.00443971,-0.01203113,0.00511650,-0.01512318,-0.01059090,-0.01798171,-0.01169022,-0.01481906,-0.01011608,0.02361455,-0.00380789,0.00029569,-0.00201503,0.00314579,0.00606959,-0.00604289,0.00800426,-0.00902056,0.00874281,-0.01751110,0.00031253,-0.00645400,-0.00839339,-0.00123573,0.00335179,0.00000155,0.00361870,0.01212635,-0.00481450,-0.00609812,0.00493159,-0.01183011
2021-02-17,-0.00680349,-0.00328604,0.00577483,-0.01714314,-0.00008810,-0.00867282,0.02232123,0.00138790,0.00523683,0.02300031,-0.00771173,-0.01579655,0.00088181,0.01399577,-0.00134826,-0.00471365,0.00480511,0.00872411,0.00516255,0.01809015,0.01424442,0.00035725,-0.00982974,-0.00988083,0.00834145,0.00349779,-0.01325911,-0.00854730,-0.00383782,-0.01918423,-0.02056948,-0.00613546,0.01447268,0.00652460,-0.00936423,-0.00478592,-0.01487860,0.01603694,-0.00124709,0.00807602
2021-02-18,-0.01520771,-0.00432310,0.01665977,0.01758834,0.00466150,0.01453247,0.00528292,-0.00501500,0.00519848,0.01311331,0.01206095,-0.00480325,0.01206434,0.00440036,-0.01029893,0.00294487,-0.00132098,0.00191170,0.01318047,-0.01493718,0.01119750,0.01006395,-0.00307209,0.00497968,-0.02126103,-0.00658412,0.00032365,0.00747643,-0.00272442,0.00401362,-0.00218997,-0.00357651,-0.01598131,0.00597152,0.01332948,0.00315407,0.02521885,0.02756387,-0.01335987,-0.00374933
2021-02-19,-0.01387638,0.00257652,0.00827208,0.01650411,-0.01582411,0.02142062,0.01188916,0.00825549,-0.00939507,0.01455078,-0.02281158,-0.01005851,0.01028556,-0.00927431,-0.02127258,-0.00233362,-0.00642335,0.00897309,-0.00620642,0.00618195,-0.00125369,-0.00142439,0.00739284,-0.00816478,-0.00014468,-0.01736470,0.00610078,0.00059509,0.01800106,-0.00112158,0.00537691,-0.00658912,0.00558678,-0.01976146,0.01397376,-0.00258116,0.00039168,-0.00469044,-0.01639100,-0.00239364
2021-02-22,0.02234917,0.00738964,0.00822415,-0.01145352,-0.00808360,-0.01147965,-0.01607138,-0.00122323,-0.00798705,-0.00599380,0.00390329,0.00245392,-0.00164915,-0.01057097,0.01351343,-0.00850910,0.02103109,-0.00529408,-0.01731655,-0.01605044,-0.01274198,-0.00219804,-0.00308243,-0.00551340,-0.00406870,-0.02438112,-0.01138294,-0.00262058,0.01845840,-0.00238606,0.00734408,-0.00071325,-0.00054707,-0.00214299,0.01502634,0.00572371,0.01308035,-0.00835142,-0.01432108,-0.00895221
2021-02-23,0.01013134,-0.00943867,-0.00163734,0.00602217,0.01041510,0.00035349,0.00092368,0.00884417,0.02082216,-0.01332837,-0.01011570,0.00586502,-0.01003368,-0.02252443,0.00473716,0.01030180,-0.00464552,-0.01135776,-0.00404677,0.00206156,0.01994313,0.01147786,0.00888780,-0.00883869,0.01006023,-0.00593834,-0.01078370,-0.00740509,0.00023607,-0.00193035,0.01169828,0.00611738,-0.00780762,0.01442519,-0.00883580,0.00318318,-0.01213058,0.00028006,-0.00417532,0.02010236
2021-02-24,-0.00770197,0.00129057,0.00247912,-0.01999376,0.01682315,-0.00332018,0.00287670,0.01879737,0.00929027,0.00197981,-0.00237157,-0.01078859,-0.00663471,-0.00639562,-0.03159826,0.00817708,0.01601016,0.00638506,-0.01996272,-0.00300736,-0.00090410,0.01410269,0.00963073,0.01299722,0.00576222,-0.00689331,0.00012341,-0.01365808,0.01507484,0.01427587,-0.00953428,-0.01487492,-0.00461381,-0.00662867,-0.00313185,0.01862619,0.00109763,-0.00881235,-0.00818686,-0.00391983
2021-02-25,0.00953115,0.00074596,-0.01068928,-0.00807806,-0.00243365,0.01008284,-0.01246378,0.01836756,-0.00256852,0.01531065,0.01506662,0.00382760,0.00683811,0.01035931,-0.00610698,0.01028893,-0.01715874,0.02156058,0.00027788,0.00426065,-0.00133220,-0.01075574,-0.01664724,-0.00860318,0.00485172,-0.00859113,-0.00997076,0.01016880,-0.00274703,0.00754765,0.00184589,-0.01228854,-0.00008552,-0.00078903,0.00434101,0.00382481,-0.01274242,-0.00250703,-0.00518212,0.01136152
2021-02-26,-0.00098282,0.00971462,-0.01419627,0.00597155,-0.00008746,-0.01120765,-0.01446279,0.00495170,-0.00549989,-0.00604089,-0.00392582,-0.00727173,-0.01961921,0.00401226,-0.01780745,-0.01325816,-0.00812488,-0.00805829,-0.02019653,-0.00806089,0.01780583,-0.00352144,-0.00989349,-0.01538864,-0.01075366,0.00429648,-0.00963518,0.00135152,-0.00738836,0.01202348,-0.00079337,0.00578958,0.00242157,-0.01904121,-0.00623563,0.00165252,0.01279240,-0.00790595,0.01118270,0.00028626
2021-03-01,0.00379737,0.00963126,0.00524256,0.01725716,0.02565645,-0.00227513,-0.00383030,0.00625480,0.00154383,0.00351861,0.02211013,0.01191434,-0.00504530,-0.00027116,0.00897220,0.00971110,-0.00839129,0.01697779,0.00633763,0.00283104,-0.00907781,-0.01786082,0.00464608,0.00709309,0.00489145,-0.01226856,-0.00561992,-0.01298948,0.01418281,0.00242331,0.01039850,-0.00102907,-0.00674732,-0.01177731,0.01381373,0.00461073,-0.00348795,0.00232979,-0.00383895,-0.00484321
2021-03-02,-0.00302362,0.00006519,-0.00061157,0.00347249,-0.00533628,0.00395890,-0.00542257,-0.01131775,-0.00312666,-0.00274638,0.01446068,0.00708686,0.00143707,0.00805523,0.00883120,-0.00509164,-0.00592762,0.01283474,0.01178340,0.00538962,0.00100513,-0.00330823,-0.01441557,0.00780727,0.00442737,-0.00902174,0.01938199,-0.01533263,0.00406098,-0.01138134,-0.00551858,-0.00910931,-0.01461588,-0.01337271,0.00541957,-0.00230454,0.00320717,-0.00578014,0.02282353,0.02755306
2021-03-03,0.00149103,0.01430236,-0.01368443,0.00061331,-0.01678312,0.00364738,0.00166403,-0.02292528,-0.01056319,0.00461952,0.01144294,0.01108161,0.00395864,-0.01415499,-0.00191124,-0.01470756,0.00477314,-0.00095081,-0.01757939,-0.00921856,0.00609392,-0.01336500,0.00679945,0.01274217,-0.00856542,-0.01919019,-0.01731294,0.00165253,-0.01426761,-0.00614167,0.00964742,0.00752768,-0.00476138,-0.00269312,-0.00648204,0.00395325,-0.01752390,0.02283703,0.00947601,0.00708275
2021-03-04,0.01359154,-0.00113868,0.01677919,-0.00054891,0.01019664,-0.01094432,-0.00124330,-0.00872259,0.00166686,0.01073978,0.01207310,0.02173488,-0.01098456,-0.00524502,-0.01034197,0.01225979,-0.00474585,0.00753390,-0.00604331,-0.02536031,0.00861986,-0.01553657,-0.00523122,-0.01232571,0.00041028,0.00054663,-0.01517695,0.00579387,0.00429669,-0.00164268,-0.01051111,0.00949992,-0.00948190,-0.00581386,0.00097617,0.00841519,0.01745914,-0.02049317,0.01131876,0.00914298
2021-03-05,0.01463820,-0.00225291,0.01063163,0.01660486,0.00359546,0.00527454,0.00022910,0.00167749,-0.00742873,-0.00556899,0.00927849,-0.00786777,-0.01338527,0.01640973,-0.00697631,0.01503255,-0.01680918,0.01990283,-0.00533605,-0.00333403,0.01052607,0.01057039,-0.00814583,0.00618744,0.00649610,-0.00289304,-0.01203247,0.00521872,0.00093005,0.00638027,0.00288703,-0.00312283,-0.00794799,-0.00096323,-0.01661802,0.01785060,-0.00561964,-0.00945667,0.01346310,-0.00871135
2021-03-08,0.00921750,0.00366049,0.02194487,0.00572233,0.00297680,-0.00768262,-0.00668374,-0.00196596,0.02115150,0.00887220,-0.01072749,-0.00574774,0.00090883,-0.01032191,-0.00275243,-0.00027121,-0.00469048,-0.01372527,0.00752484,0.00259503,-0.01332310,0.00102031,0.00874345,0.01143125,0.01691655,0.01767420,0.01219388,-0.00465240,-0.01289343,-0.00675935,0.00210161,-0.00770661,0.01815888,0.01244113,-0.00337911,0.01511693,-0.00102574,0.00823300,0.01180478,-0.00040505
2021-03-09,0.01459503,-0.00561157,-0.00152003,0.01214987,-0.00744230,0.00637952,-0.00946650,-0.00583013,-0.00901271,0.00068657,0.01653114,0.00739789,0.01913962,0.00007177,-0.01174473,0.00813621,0.00340628,0.00562189,0.00349671,-0.00626781,0.00657371,0.01731342,-0.00132406,0.00033496,-0.00746568,0.00657112,-0.00586888,-0.01738619,-0.01630512,-0.01523488,-0.00230104,0.01452517,0.01474693,-0.01016551,0.02501061,0.00903594,0.00295655,-0.00525763,0.00627683,-0.00515443
2021-03-10,0.02307643,-0.02124126,0.00906203,-0.00563587,-0.00437608,-0.00139866,-0.00575867,0.00112065,0.00389339,0.01370468,-0.01226093,-0.01697490,0.00692738,0.00773872,0.02148718,-0.00435680,0.01176820,-0.00047955,0.00342627,0.01039285,0.00352807,0.01046961,0.01361542,0.00355184,-0.00155287,-0.00920583,-0.01704710,0.00134672,-0.01210211,0.00052612,0.00290121,-0.01620063,0.01076703,-0.00899945,-0.01233342,-0.01292173,0.00810371,0.00853415,-0.01466030,0.00287501
2021-03-11,-0.00094995,0.00117911,0.00550602,0.00882904,0.01795323,0.00134780,0.00387445,-0.00225226,0.00569440,0.00016115,0.00383799,-0.01553759,0.01907326,-0.01193509,-0.01431645,0.00152794,-0.00847259,-0.00895913,0.01249919,-0.00329238,0.00592246,0.00667653,0.00460273,-0.00698209,-0.01469117,-0.01161590,0.01511184,-0.01469446,-0.00644374,0.01625647,0.00836244,0.00030901,0.01647932,0.00159759,0.00658617,-0.00122740,0.00207441,-0.00961390,0.00023200,-0.00352662
